111541952016238;126922346688371
4885268876749520864287905532657288955501589008698013204390827814739;1977089718517223267501942948848967
4885268876749520864287905532657288955501589008698013204390827814739;8829729953336350200772393328973
853247010250757077569;578074009893892640825682
853247010250757077569;34480242760657015747377458245
853247010250757077569;37923468616773773874653687697332960980818
853247010250757077569;505974052100134329763021299489796675
111512087786054;33542168435746256477949356097
111512087786054;33542121155074372238135618881
111512087786054;8829729986135458638232816673353
3046868522014439619603635686825845135553941833312231001001717932661256786455026920789389452128308193198910370722546801810815214657;506013263793209026002888431569040716
3046868522014439619603635686825845135553941833312231001001717932661256786455026920789389452128308193198910370722546801810815214657;2550771738946581831600101006544755217555156033
3046868522014439619603635686825845135553941833312231001001717932661256786455026920789389452128308193198910370722546801810815214657;9706358337904871058615259362361152897379397
3046868522014439619603635686825845135553941833312231001001717932661256786455026920789389452128308193198910370722546801810815214657;2259538119023351140410657616786764
3046868522014439619603635686825845135553941833312231001001717932661256786455026920789389452128308193198910370722546801810815214657;2340194860734375611144061514247248
693213003518271226155711941208957441786591420241156049234251;9963970657478491281711770398684773708163414
693213003518271226155711941208957441786591420241156049234251;9141392214615234794916841482561
693213003518271226155711941208957441786591420241156049234251;134679040863398221000043841
693213003518271226155711941208957441786591420241156049234251;2340194852253005407918957792485699
6256864565531935855728404256938143657035132937848778305;134861827512265330264567475059829269840
6256864565531935855728404256938143657035132937848778305;2351193766029503575576647367404021467863674433
6256864565531935855728404256938143657035132937848778305;34480238257331067816068146241
6256864565531935855728404256938143657035132937848778305;35521538234602013056950401694428236441675
6256864565531935855728404256938143657035132937848778305;41691351673264850417864822388575394691593324269761868
264830956467735582794442137045919604419064327235;2559598833908389076235377826682009206663624289544748294477
264830956467735582794442137045919604419064327235;1976461146027294513698374029631824
264830956467735582794442137045919604419064327235;10051060434027493998256634427694707784311123
264830956467735582794442137045919604419064327235;134861827512265330264567475059829269840
34485106890160439071007990099;573129430635544685916463888791138126
34485106890160439071007990099;8830348899020062523361741139783
34485106890160439071007990099;2829508497131943490567758444342306348510779928419536888141
34485106890160439071007990099;30168060937972311445664522817
27431068913462341;38927046503509555616214290956987583848782
27431068913462341;36879993628201210790721723595932540821837
27431068913462341;138277631696734530443699536
27431068913462341;117777819921418797273669962
2037605366820433584451;162692275012999295213515708318330609994
2037605366820433584451;129482343753698970660641406388033187660
2037605366820433584451;8837960375390951022578683729372441479312714
3273605853304081483564268764320360457922575666591034760758468296870131730869743189;139505538219941236946070593
3273605853304081483564268764320360457922575666591034760758468296870131730869743189;168651535272689316540555451501920302010613715006794
3273605853304081483564268764320360457922575666591034760758468296870131730869743189;659129313923733657904745692463388287011680051533
3273605853304081483564268764320360457922575666591034760758468296870131730869743189;478959284920771712737608
7310308984314814803;8489867464763904717164706176481027540803917
7310308984314814803;10380792385090064451444553749922462737041649770603050316
7310308984314814803;34170838195859626779953292618
8827881463201531311891931755337;2340194860734375611144061514247248
8827881463201531311891931755337;45840126187934887404472516450707758895258017931381925410022453830
8827881463201531311891931755337;9968716058314002101210403886842643253190989
8827881463201531311891931755337;506054708849080501865866855263200590
35708591673332332492506751308;2239356966544703976780
35708591673332332492506751308;2573423664934913986519284737885594392064057677
35708591673332332492506751308;148065857447356281121622879452053926465
35708591673332332492506751308;578380911560261682838559279369381194
35708591673332332492506751308;9142638655190602271300015845194
1138687001937047089161519099007558879761099130514074394960;7719292930599744253296171443536
1138687001937047089161519099007558879761099130514074394960;556077919490937599245601647859363213209357935938
1138687001937047089161519099007558879761099130514074394960;9141406702816866449848875054412
1138687001937047089161519099007558879761099130514074394960;33168732047558799248645427306588613927245
838043098445844859792452803665437586913131562826382056008778477371674911415107676244;2036164448805156125257
838043098445844859792452803665437586913131562826382056008778477371674911415107676244;2340193307326534761350941543656517
6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086;148060583704813098546900868360162080074
6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086;134712171516424574672793426
6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086;7720857252184396792876312652865
6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086;129858114923966869838644462768794527050
6493636157912192824335069518961421294350357405563208009701698308261795679833046443370716295333944779086;153439844762409211446392150058462704967
67796724855734904116235488296280065801819889230151;8590200440364109171103657976141
67796724855734904116235488296280065801819889230151;578936002632247476967032471865950151574891422029
67796724855734904116235488296280065801819889230151;8038391322481006213003159498578
67796724855734904116235488296280065801819889230151;10674488463366884581901716853604609162735059484888162637
264830956467657597166574280896493169264731255361;30153506303706567672158713153
264830956467657597166574280896493169264731255361;37579146684733639540111142173786044853318
264830956467657597166574280896493169264731255361;2829508497131943490567758444342306348510779928419536888141
264830956467657597166574280896493169264731255361;9697232090508800398251822051154
9620262968444304537636745672364352709684821;2036164448805156125257
9620262968444304537636745672364352709684821;33164765277918703743809677024619761131853
9620262968444304537636745672364352709684821;39267286988038805742506709344238411281738
9620262968444304537636745672364352709684821;505974052123495152653763741021726018
9620262968444304537636745672364352709684821;33164801399133360479205374170494682754890
1896070936231590555277072283632372032138761910438526437052655550494032;34483911962153913716033549395
1896070936231590555277072283632372032138761910438526437052655550494032;37915462258227929182947246153219150079298
1896070936231590555277072283632372032138761910438526437052655550494032;630474425371082788499602812329704744533428953421
1034495923700712436756504467207685287508343108;41661211009040683051406615363666408861514
1034495923700712436756504467207685287508343108;2340198882740028021178584366080342
1376588117101269599132859918655949796329751552014433310090663562063428071130423639;39428970486849639652686220884149739825658550706921805
1376588117101269599132859918655949796329751552014433310090663562063428071130423639;636249119344683006529781897876846772471068847946
1376588117101269599132859918655949796329751552014433310090663562063428071130423639;148065777112770278339331314180810368328
1376588117101269599132859918655949796329751552014433310090663562063428071130423639;33140885520022292621605645202125554344269
